Cod. Promo��o    ;Ds. Promo��o       ;Ds. Referencia     ;Cod. Produto       ;Dt. Inicio        ;Dt. Final      ;Vl. Anterior   ;Vl. Promo��o
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418018;44203;06/04/2020;31/12/2021;139;69,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3420005;44240;06/04/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3420005;44243;06/04/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418027;44282;06/04/2020;31/12/2021;179;89,5
174;BLACK 2020;M3210007;38812;10/11/2020;31/12/2021;119;59,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3410011;45216;06/04/2020;31/12/2021;99;49,5
169;50% - JEANS + POESIA CONCRETA;M3118058;34354;19/05/2020;31/12/2021;149;74,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424029;44675;06/04/2020;31/12/2021;79;39,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424029;44679;06/04/2020;31/12/2021;79;39,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3421018;44683;06/04/2020;31/12/2021;219;109,5
168;50% COLECAO ESTOQUE;M3218030;40295;07/05/2020;31/12/2021;269;134,5
168;50% COLECAO ESTOQUE;M3218030;40297;07/05/2020;31/12/2021;269;134,5
169;50% - JEANS + POESIA CONCRETA;M3424028;45547;19/05/2020;31/12/2021;99;49,5
169;50% - JEANS + POESIA CONCRETA;M3411013;45665;19/05/2020;31/12/2021;89;44,5
169;50% - JEANS + POESIA CONCRETA;M3415019;45687;19/05/2020;31/12/2021;139;69,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3422016;45761;06/04/2020;31/12/2021;249;124,5
169;50% - JEANS + POESIA CONCRETA;M3115017;32214;19/05/2020;31/12/2021;169;84,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424027;44835;06/04/2020;31/12/2021;89;44,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424027;44836;06/04/2020;31/12/2021;89;44,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3420005;44989;06/04/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3420007;45060;06/04/2020;31/12/2021;149;74,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3420007;45061;06/04/2020;31/12/2021;149;74,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3411007;44316;06/04/2020;31/12/2021;59;29,5
169;50% - JEANS + POESIA CONCRETA;M3414009;46393;19/05/2020;31/12/2021;99;49,5
193;PROMOCAO MOLETOM 30;M3528023;49162;10/03/2021;30/06/2021;219;109,5
193;PROMOCAO MOLETOM 30;M3528023;49163;10/03/2021;30/06/2021;219;109,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3620022;53134;23/03/2021;30/06/2021;151;105,7
194;PROMOCAO VENTO DE MUDANCAS 30%;M3620022;53136;23/03/2021;30/06/2021;151;105,7
169;50% - JEANS + POESIA CONCRETA;M3423029;46781;19/05/2020;31/12/2021;89;44,5
169;50% - JEANS + POESIA CONCRETA;M3412030;47113;19/05/2020;31/12/2021;119;59,5
180;SALE 2021 CORRETA;M3420010;47277;26/12/2020;31/03/2021;159;79,5
180;SALE 2021 CORRETA;M3420010;47278;26/12/2020;31/03/2021;159;79,5
180;SALE 2021 CORRETA;M3420010;47280;26/12/2020;31/03/2021;159;79,5
180;SALE 2021 CORRETA;M3420010;47283;26/12/2020;31/03/2021;159;79,5
180;SALE 2021 CORRETA;M3420010;47287;26/12/2020;31/03/2021;159;79,5
180;SALE 2021 CORRETA;M3420010;47288;26/12/2020;31/03/2021;159;79,5
180;SALE 2021 CORRETA;M3619014;51570;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3619014;51571;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3624049;52231;26/12/2020;31/03/2021;43;21,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3711002;54240;23/03/2021;30/06/2021;99;69,3
194;PROMOCAO VENTO DE MUDANCAS 30%;M3718008;54476;23/03/2021;30/06/2021;173;121,1
169;50% - JEANS + POESIA CONCRETA;M3418037;46947;19/05/2020;31/12/2021;179;89,5
169;50% - JEANS + POESIA CONCRETA;M3418037;46950;19/05/2020;31/12/2021;179;89,5
169;50% - JEANS + POESIA CONCRETA;M3418037;46951;19/05/2020;31/12/2021;179;89,5
169;50% - JEANS + POESIA CONCRETA;M3424043;46964;19/05/2020;31/12/2021;89;44,5
169;50% - JEANS + POESIA CONCRETA;M3424044;46974;19/05/2020;31/12/2021;79;39,5
169;50% - JEANS + POESIA CONCRETA;M3424044;46977;19/05/2020;31/12/2021;79;39,5
180;SALE 2021 CORRETA;M3618015;50974;26/12/2020;31/03/2021;159;79,5
180;SALE 2021 CORRETA;M3618031;52597;26/12/2020;31/03/2021;199;99,5
180;SALE 2021 CORRETA;M3618031;52600;26/12/2020;31/03/2021;199;99,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3528045;49659;23/03/2021;30/06/2021;99;69,3
169;50% - JEANS + POESIA CONCRETA;M3421019;46128;19/05/2020;31/12/2021;169;84,5
193;PROMOCAO MOLETOM 30;M3528049;49476;10/03/2021;30/06/2021;179;89,5
180;SALE 2021 CORRETA;M3611007;50902;26/12/2020;31/03/2021;159;79,5
180;SALE 2021 CORRETA;M3611007;50906;26/12/2020;31/03/2021;159;79,5
174;BLACK 2020;M3528046;50030;10/11/2020;31/12/2021;119;59,5
180;SALE 2021 CORRETA;M3512015;50472;26/12/2020;31/03/2021;109;54,5
176;BLACK 2020;M3528076;50109;13/11/2020;31/12/2021;179;125,3
169;50% - JEANS + POESIA CONCRETA;M3429025;47421;19/05/2020;31/12/2021;159;79,5
169;50% - JEANS + POESIA CONCRETA;M3429025;47422;19/05/2020;31/12/2021;159;79,5
169;50% - JEANS + POESIA CONCRETA;M3429025;47424;19/05/2020;31/12/2021;159;79,5
193;PROMOCAO MOLETOM 30;M3528029;49617;10/03/2021;30/06/2021;179;89,5
180;SALE 2021 CORRETA;M3624020;51621;26/12/2020;31/03/2021;99;49,5
169;50% - JEANS + POESIA CONCRETA;M3421027;46308;19/05/2020;31/12/2021;199;99,5
170;5% COLECAO NOVA;M3410015;47897;21/05/2020;31/12/2021;89;84,55
180;SALE 2021 CORRETA;M3610001;51539;26/12/2020;31/03/2021;129;64,5
180;SALE 2021 CORRETA;M3420011;48068;26/12/2020;31/03/2021;149;74,5
174;BLACK 2020;M3512002;48679;10/11/2020;31/12/2021;89;44,5
180;SALE 2021 CORRETA;M3620007;51134;26/12/2020;31/03/2021;159;79,5
180;SALE 2021 CORRETA;M3612013;52400;26/12/2020;31/03/2021;108;54
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3411010;46111;06/04/2020;31/12/2021;99;49,5
176;BLACK 2020;M3528071;49967;13/11/2020;31/12/2021;229;160,3
170;5% COLECAO NOVA;M3423021;46042;21/05/2020;31/12/2021;79;75,05
169;50% - JEANS + POESIA CONCRETA;M3420004;46982;19/05/2020;31/12/2021;149;74,5
169;50% - JEANS + POESIA CONCRETA;M3420004;46983;19/05/2020;31/12/2021;149;74,5
169;50% - JEANS + POESIA CONCRETA;M3420004;46985;19/05/2020;31/12/2021;149;74,5
180;SALE 2021 CORRETA;M3618010;50743;26/12/2020;31/03/2021;139;69,5
180;SALE 2021 CORRETA;M3618027;52564;26/12/2020;31/03/2021;139;69,5
180;SALE 2021 CORRETA;M3618027;52568;26/12/2020;31/03/2021;139;69,5
180;SALE 2021 CORRETA;M3619031;52608;26/12/2020;31/03/2021;124;62
180;SALE 2021 CORRETA;M3619031;52611;26/12/2020;31/03/2021;124;62
180;SALE 2021 CORRETA;M3624038;51748;26/12/2020;31/03/2021;94;47
174;BLACK 2020;M3528084;50487;10/11/2020;31/12/2021;199;99,5
180;SALE 2021 CORRETA;M3619030;52784;26/12/2020;31/03/2021;139;69,5
180;SALE 2021 CORRETA;M3619030;52785;26/12/2020;31/03/2021;139;69,5
180;SALE 2021 CORRETA;M3624003;1039411;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3621005;50941;26/12/2020;31/03/2021;229;114,5
180;SALE 2021 CORRETA;M3621005;50942;26/12/2020;31/03/2021;229;114,5
180;SALE 2021 CORRETA;M3619041;52458;26/12/2020;31/03/2021;0;0
193;PROMOCAO MOLETOM 30;M3528022;48927;10/03/2021;30/06/2021;179;89,5
174;BLACK 2020;M3519010;49556;10/11/2020;31/12/2021;0;0
174;BLACK 2020;M3519010;49559;10/11/2020;31/12/2021;0;0
176;BLACK 2020;M3528071;49980;13/11/2020;31/12/2021;229;160,3
180;SALE 2021 CORRETA;M3610020;52149;26/12/2020;31/03/2021;109;54,5
169;50% - JEANS + POESIA CONCRETA;M3420009;46233;19/05/2020;31/12/2021;129;64,5
169;50% - JEANS + POESIA CONCRETA;M3420009;46236;19/05/2020;31/12/2021;129;64,5
176;BLACK 2020;M3528067;50066;13/11/2020;31/12/2021;199;139,3
180;SALE 2021 CORRETA;M3623024;52707;26/12/2020;31/03/2021;68;34
194;PROMOCAO VENTO DE MUDANCAS 30%;M3619042;53060;23/03/2021;30/06/2021;129;90,3
180;SALE 2021 CORRETA;M3618002;50729;26/12/2020;31/03/2021;159;79,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3622003;51256;23/03/2021;30/06/2021;249;174,3
194;PROMOCAO VENTO DE MUDANCAS 30%;M3622003;51258;23/03/2021;30/06/2021;249;174,3
169;50% - JEANS + POESIA CONCRETA;M3415025;46933;19/05/2020;31/12/2021;199;99,5
169;50% - JEANS + POESIA CONCRETA;M3415025;46936;19/05/2020;31/12/2021;199;99,5
193;PROMOCAO MOLETOM 30;M3528013;48985;10/03/2021;30/06/2021;189;94,5
176;BLACK 2020;M3528062;49925;13/11/2020;31/12/2021;219;153,3
194;PROMOCAO VENTO DE MUDANCAS 30%;M3528058;50004;23/03/2021;30/06/2021;109;76,3
193;PROMOCAO MOLETOM 30;M3528016;48891;10/03/2021;30/06/2021;0;0
174;BLACK 2020;M3523015;50266;10/11/2020;31/12/2021;89;44,5
169;50% - JEANS + POESIA CONCRETA;M3420008;46038;19/05/2020;31/12/2021;149;74,5
180;SALE 2021 CORRETA;M3622033;53123;26/12/2020;31/03/2021;219;109,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3729005;53949;23/03/2021;30/06/2021;151;105,7
194;PROMOCAO VENTO DE MUDANCAS 30%;M3721001;54195;23/03/2021;30/06/2021;208;145,6
194;PROMOCAO VENTO DE MUDANCAS 30%;M3724002;54224;23/03/2021;30/06/2021;158;110,6
194;PROMOCAO VENTO DE MUDANCAS 30%;M3724002;54225;23/03/2021;30/06/2021;158;110,6
180;SALE 2021 CORRETA;M3413015;47364;26/12/2020;31/03/2021;109;54,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418049;46695;06/04/2020;31/12/2021;169;84,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418049;46696;06/04/2020;31/12/2021;169;84,5
169;50% - JEANS + POESIA CONCRETA;M3429020;46720;19/05/2020;31/12/2021;99;49,5
180;SALE 2021 CORRETA;M3610011;52334;26/12/2020;31/03/2021;64;32
180;SALE 2021 CORRETA;M3623021;53010;26/12/2020;31/03/2021;98;49
194;PROMOCAO VENTO DE MUDANCAS 30%;M3718006;54544;23/03/2021;30/06/2021;188;131,6
193;PROMOCAO MOLETOM 30;M3528012;48835;10/03/2021;30/06/2021;169;84,5
193;PROMOCAO MOLETOM 30;M3528012;48837;10/03/2021;30/06/2021;169;84,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3729005;54344;23/03/2021;30/06/2021;151;105,7
176;BLACK 2020;M3528072;50160;13/11/2020;31/12/2021;229;160,3
174;BLACK 2020;M3513049;50196;10/11/2020;31/12/2021;99;49,5
174;BLACK 2020;M3513049;50199;10/11/2020;31/12/2021;99;49,5
174;BLACK 2020;M3512002;48684;10/11/2020;31/12/2021;89;44,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3525002;48919;23/03/2021;30/06/2021;179;125,3
180;SALE 2021 CORRETA;M3618013;51212;26/12/2020;31/03/2021;159;79,5
180;SALE 2021 CORRETA;M3618013;51215;26/12/2020;31/03/2021;159;79,5
169;50% - JEANS + POESIA CONCRETA;M3429015;46201;19/05/2020;31/12/2021;139;69,5
169;50% - JEANS + POESIA CONCRETA;M3429015;46204;19/05/2020;31/12/2021;139;69,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424039;46311;06/04/2020;31/12/2021;99;49,5
180;SALE 2021 CORRETA;M3420015;47767;26/12/2020;31/03/2021;179;89,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3620019;52160;23/03/2021;30/06/2021;139;97,3
180;SALE 2021 CORRETA;M3624036;52786;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3624036;52787;26/12/2020;31/03/2021;109;54,5
169;50% - JEANS + POESIA CONCRETA;M3429024;47274;19/05/2020;31/12/2021;139;69,5
193;PROMOCAO MOLETOM 30;M3528025;49520;10/03/2021;30/06/2021;269;134,5
193;PROMOCAO MOLETOM 30;M3528025;49523;10/03/2021;30/06/2021;269;134,5
193;PROMOCAO MOLETOM 30;M3528050;49629;10/03/2021;30/06/2021;219;109,5
180;SALE 2021 CORRETA;M3611012;53527;26/12/2020;31/03/2021;98;49
169;50% - JEANS + POESIA CONCRETA;M3418010;46498;19/05/2020;31/12/2021;169;84,5
180;SALE 2021 CORRETA;M3620011;51429;26/12/2020;31/03/2021;159;79,5
176;BLACK 2020;M3621014;51439;13/11/2020;31/12/2021;159;111,3
194;PROMOCAO VENTO DE MUDANCAS 30%;M3718003;53936;23/03/2021;30/06/2021;258;180,6
194;PROMOCAO VENTO DE MUDANCAS 30%;M3723005;54157;23/03/2021;30/06/2021;88;61,6
193;PROMOCAO MOLETOM 30;M3528060;49947;10/03/2021;30/06/2021;239;119,5
169;50% - JEANS + POESIA CONCRETA;M3414010;46504;19/05/2020;31/12/2021;119;59,5
180;SALE 2021 CORRETA;M3623005;50926;26/12/2020;31/03/2021;79;39,5
174;BLACK 2020;M3512002;48745;10/11/2020;31/12/2021;0;0
180;SALE 2021 CORRETA;M3524001;50390;26/12/2020;31/03/2021;99;49,5
174;BLACK 2020;M3519006;49284;10/11/2020;31/12/2021;69;34,5
180;SALE 2021 CORRETA;M3610007;51339;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3610007;51344;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3610007;51349;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3610007;51350;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3623020;51977;26/12/2020;31/03/2021;109;54,5
193;PROMOCAO MOLETOM 30;M3528082;50269;10/03/2021;30/06/2021;239;119,5
193;PROMOCAO MOLETOM 30;M3528082;50270;10/03/2021;30/06/2021;239;119,5
193;PROMOCAO MOLETOM 30;M3528081;50277;10/03/2021;30/06/2021;199;99,5
180;SALE 2021 CORRETA;M3619019;52644;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3619019;52645;26/12/2020;31/03/2021;149;74,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3419006;45984;06/04/2020;31/12/2021;129;64,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3419006;45990;06/04/2020;31/12/2021;129;64,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3419006;45995;06/04/2020;31/12/2021;129;64,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3421018;46006;06/04/2020;31/12/2021;219;109,5
176;BLACK 2020;M3528057;49728;13/11/2020;31/12/2021;179;125,3
176;BLACK 2020;M3612005;1039435;13/11/2020;31/12/2021;99;59,4
176;BLACK 2020;M3612005;1039436;13/11/2020;31/12/2021;99;59,4
176;BLACK 2020;M3612005;1039440;13/11/2020;31/12/2021;99;59,4
194;PROMOCAO VENTO DE MUDANCAS 30%;M3719005;54103;23/03/2021;30/06/2021;139;97,3
180;SALE 2021 CORRETA;M3611012;51911;26/12/2020;31/03/2021;98;49
180;SALE 2021 CORRETA;M3611012;51912;26/12/2020;31/03/2021;98;49
194;PROMOCAO VENTO DE MUDANCAS 30%;M3719005;54122;23/03/2021;30/06/2021;139;97,3
169;50% - JEANS + POESIA CONCRETA;M3429016;48123;19/05/2020;31/12/2021;139;69,5
169;50% - JEANS + POESIA CONCRETA;M3429016;48127;19/05/2020;31/12/2021;139;69,5
180;SALE 2021 CORRETA;M3618024;51753;26/12/2020;31/03/2021;173;86,5
180;SALE 2021 CORRETA;M3610020;52483;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3610020;52484;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3610020;52485;26/12/2020;31/03/2021;109;54,5
169;50% - JEANS + POESIA CONCRETA;M3414007;46095;19/05/2020;31/12/2021;119;59,5
169;50% - JEANS + POESIA CONCRETA;M3414007;46096;19/05/2020;31/12/2021;119;59,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412025;46097;06/04/2020;31/12/2021;69;34,5
174;BLACK 2020;M3523015;50552;10/11/2020;31/12/2021;89;44,5
174;BLACK 2020;M3528061;51153;10/11/2020;31/12/2021;179;89,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412025;46246;06/04/2020;31/12/2021;69;34,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412025;46252;06/04/2020;31/12/2021;69;34,5
169;50% - JEANS + POESIA CONCRETA;M3415011;46262;19/05/2020;31/12/2021;179;89,5
169;50% - JEANS + POESIA CONCRETA;M3415011;46264;19/05/2020;31/12/2021;179;89,5
169;50% - JEANS + POESIA CONCRETA;M3415011;46267;19/05/2020;31/12/2021;179;89,5
174;BLACK 2020;M3528028;49183;10/11/2020;31/12/2021;159;79,5
180;SALE 2021 CORRETA;M3511008;50375;26/12/2020;31/03/2021;89;44,5
180;SALE 2021 CORRETA;M3420015;51454;26/12/2020;31/03/2021;219;109,5
180;SALE 2021 CORRETA;M3619041;52279;26/12/2020;31/03/2021;149;74,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3528058;49905;23/03/2021;30/06/2021;99;69,3
180;SALE 2021 CORRETA;M3619014;51502;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3218046;46400;26/12/2020;31/03/2021;169;84,5
174;BLACK 2020;M3528007;48783;10/11/2020;31/12/2021;159;79,5
180;SALE 2021 CORRETA;M3610014;52008;26/12/2020;31/03/2021;99;49,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3721002;54374;23/03/2021;30/06/2021;173;121,1
169;50% - JEANS + POESIA CONCRETA;M3412017;45951;19/05/2020;31/12/2021;119;59,5
169;50% - JEANS + POESIA CONCRETA;M3412017;45953;19/05/2020;31/12/2021;119;59,5
169;50% - JEANS + POESIA CONCRETA;M3412017;45956;19/05/2020;31/12/2021;119;59,5
180;SALE 2021 CORRETA;M3623019;52439;26/12/2020;31/03/2021;99;49,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3619042;54505;23/03/2021;30/06/2021;129;90,3
194;PROMOCAO VENTO DE MUDANCAS 30%;M3619042;54507;23/03/2021;30/06/2021;129;90,3
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423020;46161;06/04/2020;31/12/2021;69;34,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423020;46162;06/04/2020;31/12/2021;69;34,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423020;46171;06/04/2020;31/12/2021;69;34,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423020;46177;06/04/2020;31/12/2021;69;34,5
169;50% - JEANS + POESIA CONCRETA;M3418005;46386;19/05/2020;31/12/2021;169;84,5
193;PROMOCAO MOLETOM 30;M3528059;49806;10/03/2021;30/06/2021;229;114,5
180;SALE 2021 CORRETA;M3513051;50395;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3624048;52629;26/12/2020;31/03/2021;87;43,5
180;SALE 2021 CORRETA;M3610030;53257;26/12/2020;31/03/2021;109;54,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3425010;46332;06/04/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3425010;46333;06/04/2020;31/12/2021;159;79,5
180;SALE 2021 CORRETA;M3624019;51630;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3624019;51631;26/12/2020;31/03/2021;149;74,5
193;PROMOCAO MOLETOM 30;M3628017;50788;10/03/2021;30/06/2021;159;79,5
169;50% - JEANS + POESIA CONCRETA;M3412028;46646;19/05/2020;31/12/2021;89;44,5
193;PROMOCAO MOLETOM 30;M3513020;49148;10/03/2021;30/06/2021;139;69,5
174;BLACK 2020;M3013009;23018;10/11/2020;31/12/2021;199,9;99,95
174;BLACK 2020;M3013009;23024;10/11/2020;31/12/2021;199,9;99,95
174;BLACK 2020;M3013009;23025;10/11/2020;31/12/2021;199,9;99,95
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3013010;23067;06/04/2020;31/12/2021;134,9;67,45
168;50% COLECAO ESTOQUE;M2825001;26806;07/05/2020;31/12/2021;159,9;79,95
174;BLACK 2020;M3013014;23113;10/11/2020;31/12/2021;159,9;79,95
174;BLACK 2020;M3013014;23118;10/11/2020;31/12/2021;159,9;79,95
174;BLACK 2020;M3021009;22924;10/11/2020;31/12/2021;399;199,5
174;BLACK 2020;M3021014;22967;10/11/2020;31/12/2021;599,9;299,95
174;BLACK 2020;M3021014;22968;10/11/2020;31/12/2021;599,9;299,95
174;BLACK 2020;M3021016;22975;10/11/2020;31/12/2021;699,9;349,95
168;50% COLECAO ESTOQUE;M2727004;23985;07/05/2020;31/12/2021;209,9;104,95
168;50% COLECAO ESTOQUE;M2712019;25758;07/05/2020;31/12/2021;119,9;59,95
174;BLACK 2020;M3011007;22894;10/11/2020;31/12/2021;169,9;84,95
180;SALE 2021 CORRETA;M3111006;30958;26/12/2020;31/03/2021;139,9;69,95
180;SALE 2021 CORRETA;M3120015;33899;26/12/2020;31/03/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3210023;40936;06/04/2020;31/12/2021;99;49,5
168;50% COLECAO ESTOQUE;M3119012;34234;07/05/2020;31/12/2021;89;44,5
180;SALE 2021 CORRETA;M3119003;30988;26/12/2020;31/03/2021;129,9;64,95
180;SALE 2021 CORRETA;M3119003;30996;26/12/2020;31/03/2021;129,9;64,95
180;SALE 2021 CORRETA;M3119003;31001;26/12/2020;31/03/2021;129,9;64,95
180;SALE 2021 CORRETA;M3119003;31003;26/12/2020;31/03/2021;129,9;64,95
180;SALE 2021 CORRETA;M3119003;31007;26/12/2020;31/03/2021;129,9;64,95
169;50% - JEANS + POESIA CONCRETA;M3115017;33737;19/05/2020;31/12/2021;169;84,5
176;BLACK 2020;M3213007;37357;13/11/2020;31/12/2021;169;101,4
168;50% COLECAO ESTOQUE;M3122042;37889;07/05/2020;31/12/2021;429;214,5
168;50% COLECAO ESTOQUE;M3129017;33598;07/05/2020;31/12/2021;139;69,5
176;BLACK 2020;M3213010;37582;13/11/2020;31/12/2021;169;101,4
176;BLACK 2020;M3213010;37583;13/11/2020;31/12/2021;169;101,4
180;SALE 2021 CORRETA;M3122030;37587;26/12/2020;31/03/2021;499;249,5
180;SALE 2021 CORRETA;M3213006;37588;26/12/2020;31/03/2021;279;139,5
180;SALE 2021 CORRETA;M3213006;37589;26/12/2020;31/03/2021;279;139,5
180;SALE 2021 CORRETA;M3111006;31726;26/12/2020;31/03/2021;139,9;69,95
180;SALE 2021 CORRETA;M3111006;31737;26/12/2020;31/03/2021;139,9;69,95
168;50% COLECAO ESTOQUE;M3222003;38083;07/05/2020;31/12/2021;379;189,5
168;50% COLECAO ESTOQUE;M3222025;38571;07/05/2020;31/12/2021;299;149,5
168;50% COLECAO ESTOQUE;M3119011;33754;07/05/2020;31/12/2021;129;64,5
174;BLACK 2020;M3210007;38832;10/11/2020;31/12/2021;119;59,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3119022;39259;06/04/2020;31/12/2021;149;74,5
169;50% - JEANS + POESIA CONCRETA;M2929006;31289;19/05/2020;31/12/2021;139,9;69,95
169;50% - JEANS + POESIA CONCRETA;M2929006;31292;19/05/2020;31/12/2021;139,9;69,95
169;50% - JEANS + POESIA CONCRETA;M2929006;31304;19/05/2020;31/12/2021;139,9;69,95
168;50% COLECAO ESTOQUE;M3115015;33129;07/05/2020;31/12/2021;159;79,5
168;50% COLECAO ESTOQUE;M3115015;33134;07/05/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3210023;40579;06/04/2020;31/12/2021;99;49,5
170;5% COLECAO NOVA;M3113069;36712;21/05/2020;31/12/2021;159;111,3
180;SALE 2021 CORRETA;M3222049;41698;26/12/2020;31/03/2021;269;134,5
180;SALE 2021 CORRETA;M3119010;32531;26/12/2020;31/03/2021;139,9;69,95
180;SALE 2021 CORRETA;M3119010;32532;26/12/2020;31/03/2021;139,9;69,95
168;50% COLECAO ESTOQUE;M3115012;31879;07/05/2020;31/12/2021;129;64,5
169;50% - JEANS + POESIA CONCRETA;M2929006;33805;19/05/2020;31/12/2021;139,9;69,95
169;50% - JEANS + POESIA CONCRETA;M2929006;33808;19/05/2020;31/12/2021;139,9;69,95
169;50% - JEANS + POESIA CONCRETA;M2929006;33810;19/05/2020;31/12/2021;139,9;69,95
180;SALE 2021 CORRETA;M3222049;42976;26/12/2020;31/03/2021;269;134,5
180;SALE 2021 CORRETA;M3222049;42978;26/12/2020;31/03/2021;269;134,5
168;50% COLECAO ESTOQUE;M3129017;33583;07/05/2020;31/12/2021;139;69,5
168;50% COLECAO ESTOQUE;M3129017;33586;07/05/2020;31/12/2021;139;69,5
168;50% COLECAO ESTOQUE;M3129017;33590;07/05/2020;31/12/2021;139;69,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3218050;43471;06/04/2020;31/12/2021;199;99,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3218050;43408;06/04/2020;31/12/2021;199;99,5
174;BLACK 2020;M3224092;43552;10/11/2020;31/12/2021;59;29,5
169;50% - JEANS + POESIA CONCRETA;M3415004;43611;19/05/2020;31/12/2021;169;84,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412005;43613;06/04/2020;31/12/2021;99;49,5
176;BLACK 2020;M3213007;43743;13/11/2020;31/12/2021;169;101,4
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3415002;43803;06/04/2020;31/12/2021;199;99,5
169;50% - JEANS + POESIA CONCRETA;M2929006;32019;19/05/2020;31/12/2021;139,9;69,95
180;SALE 2021 CORRETA;M3118065;33646;26/12/2020;31/03/2021;199;99,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418012;43858;06/04/2020;31/12/2021;189;94,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418012;43862;06/04/2020;31/12/2021;189;94,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418012;43863;06/04/2020;31/12/2021;189;94,5
