Cod. Promo��o    ;Ds. Promo��o       ;Ds. Referencia     ;Cod. Produto       ;Dt. Inicio        ;Dt. Final      ;Vl. Anterior   ;Vl. Promo��o
169;50% - JEANS + POESIA CONCRETA;M3423024;46417;19/05/2020;31/12/2021;89;44,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418048;46435;06/04/2020;31/12/2021;149;74,5
169;50% - JEANS + POESIA CONCRETA;M3415025;46932;19/05/2020;31/12/2021;199;99,5
176;BLACK 2020;M3528062;49924;13/11/2020;31/12/2021;219;153,3
176;BLACK 2020;M3621013;50833;13/11/2020;31/12/2021;159;111,3
180;SALE 2021 CORRETA;M3619006;50834;26/12/2020;31/03/2021;159;79,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3711001;53884;23/03/2021;30/06/2021;119;83,3
194;PROMOCAO VENTO DE MUDANCAS 30%;M3528005;48801;23/03/2021;30/06/2021;139;69,5
180;SALE 2021 CORRETA;M3513048;50231;26/12/2020;31/03/2021;109;54,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3528058;50001;23/03/2021;30/06/2021;109;76,3
194;PROMOCAO VENTO DE MUDANCAS 30%;M3528058;50003;23/03/2021;30/06/2021;109;76,3
176;BLACK 2020;M3628014;50723;13/11/2020;31/12/2021;219;153,3
169;50% - JEANS + POESIA CONCRETA;M3411018;46887;19/05/2020;31/12/2021;89;44,5
169;50% - JEANS + POESIA CONCRETA;M3411018;46888;19/05/2020;31/12/2021;89;44,5
169;50% - JEANS + POESIA CONCRETA;M3411018;46889;19/05/2020;31/12/2021;89;44,5
169;50% - JEANS + POESIA CONCRETA;M3416007;47042;19/05/2020;31/12/2021;229;114,5
193;PROMOCAO MOLETOM 30;M3513020;48887;10/03/2021;30/06/2021;139;69,5
180;SALE 2021 CORRETA;M3610011;51462;26/12/2020;31/03/2021;64;32
180;SALE 2021 CORRETA;M3622033;53126;26/12/2020;31/03/2021;219;109,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3724002;54222;23/03/2021;30/06/2021;158;110,6
169;50% - JEANS + POESIA CONCRETA;M3421027;46627;19/05/2020;31/12/2021;199;99,5
180;SALE 2021 CORRETA;M3619013;51806;26/12/2020;31/03/2021;139;69,5
180;SALE 2021 CORRETA;M3610014;52040;26/12/2020;31/03/2021;99;49,5
169;50% - JEANS + POESIA CONCRETA;M3418033;46698;19/05/2020;31/12/2021;179;89,5
180;SALE 2021 CORRETA;M3624044;52331;26/12/2020;31/03/2021;109;54,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3718006;54546;23/03/2021;30/06/2021;188;131,6
180;SALE 2021 CORRETA;M3512016;50343;26/12/2020;31/03/2021;159;79,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3729005;54342;23/03/2021;30/06/2021;151;105,7
194;PROMOCAO VENTO DE MUDANCAS 30%;M3729005;54345;23/03/2021;30/06/2021;151;105,7
193;PROMOCAO MOLETOM 30;M3528037;49517;10/03/2021;30/06/2021;229;114,5
180;SALE 2021 CORRETA;M3513048;50410;26/12/2020;31/03/2021;0;0
174;BLACK 2020;M3512011;49707;10/11/2020;31/12/2021;99;49,5
176;BLACK 2020;M3528072;50161;13/11/2020;31/12/2021;229;160,3
174;BLACK 2020;M3513049;50192;10/11/2020;31/12/2021;99;49,5
174;BLACK 2020;M3513049;50197;10/11/2020;31/12/2021;99;49,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3425010;47916;06/04/2020;31/12/2021;159;79,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3110019;51868;23/03/2021;30/06/2021;109;76,3
194;PROMOCAO VENTO DE MUDANCAS 30%;M3110019;51869;23/03/2021;30/06/2021;109;76,3
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3416001;46192;06/04/2020;31/12/2021;239;119,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3620019;52161;23/03/2021;30/06/2021;139;97,3
194;PROMOCAO VENTO DE MUDANCAS 30%;M3620019;52163;23/03/2021;30/06/2021;139;97,3
194;PROMOCAO VENTO DE MUDANCAS 30%;M3620019;52164;23/03/2021;30/06/2021;139;97,3
180;SALE 2021 CORRETA;M3420011;52650;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3420011;52652;26/12/2020;31/03/2021;149;74,5
170;5% COLECAO NOVA;M3427025;47888;21/05/2020;31/12/2021;179;170,05
169;50% - JEANS + POESIA CONCRETA;M3418044;46479;19/05/2020;31/12/2021;229;114,5
169;50% - JEANS + POESIA CONCRETA;M3429024;47276;19/05/2020;31/12/2021;139;69,5
193;PROMOCAO MOLETOM 30;M3528050;49628;10/03/2021;30/06/2021;219;109,5
180;SALE 2021 CORRETA;M3624044;52012;26/12/2020;31/03/2021;109;54,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3718003;53918;23/03/2021;30/06/2021;258;180,6
180;SALE 2021 CORRETA;M3620011;51425;26/12/2020;31/03/2021;159;79,5
180;SALE 2021 CORRETA;M3620011;51431;26/12/2020;31/03/2021;159;79,5
180;SALE 2021 CORRETA;M3620011;51432;26/12/2020;31/03/2021;159;79,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3718003;53933;23/03/2021;30/06/2021;258;180,6
194;PROMOCAO VENTO DE MUDANCAS 30%;M3528045;49731;23/03/2021;30/06/2021;99;69,3
180;SALE 2021 CORRETA;M3623005;50928;26/12/2020;31/03/2021;79;39,5
180;SALE 2021 CORRETA;M3623005;50929;26/12/2020;31/03/2021;79;39,5
180;SALE 2021 CORRETA;M3524001;50388;26/12/2020;31/03/2021;99;49,5
174;BLACK 2020;M3519006;49282;10/11/2020;31/12/2021;69;34,5
180;SALE 2021 CORRETA;M3610007;51340;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3610007;51341;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3610007;51345;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3623020;51981;26/12/2020;31/03/2021;109;54,5
169;50% - JEANS + POESIA CONCRETA;M3422017;47168;19/05/2020;31/12/2021;339;169,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3620019;51705;23/03/2021;30/06/2021;139;97,3
169;50% - JEANS + POESIA CONCRETA;M3412015;45976;19/05/2020;31/12/2021;109;54,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3421018;46002;06/04/2020;31/12/2021;219;109,5
176;BLACK 2020;M3528057;49729;13/11/2020;31/12/2021;179;125,3
176;BLACK 2020;M3612005;1039434;13/11/2020;31/12/2021;99;59,4
176;BLACK 2020;M3612005;1039438;13/11/2020;31/12/2021;99;59,4
194;PROMOCAO VENTO DE MUDANCAS 30%;M3715002;54384;23/03/2021;30/06/2021;173;121,1
170;5% COLECAO NOVA;M3429010;48179;21/05/2020;31/12/2021;149;141,55
180;SALE 2021 CORRETA;M3611012;51909;26/12/2020;31/03/2021;98;49
180;SALE 2021 CORRETA;M3623022;52696;26/12/2020;31/03/2021;86;43
169;50% - JEANS + POESIA CONCRETA;M3422010;46467;19/05/2020;31/12/2021;229;114,5
169;50% - JEANS + POESIA CONCRETA;M3422010;46473;19/05/2020;31/12/2021;229;114,5
169;50% - JEANS + POESIA CONCRETA;M3429016;48126;19/05/2020;31/12/2021;139;69,5
169;50% - JEANS + POESIA CONCRETA;M3429016;48128;19/05/2020;31/12/2021;139;69,5
169;50% - JEANS + POESIA CONCRETA;M3429016;48129;19/05/2020;31/12/2021;139;69,5
180;SALE 2021 CORRETA;M3624007;1039514;26/12/2020;31/03/2021;99;49,5
180;SALE 2021 CORRETA;M3619006;50983;26/12/2020;31/03/2021;159;79,5
180;SALE 2021 CORRETA;M3618024;51752;26/12/2020;31/03/2021;173;86,5
180;SALE 2021 CORRETA;M3610014;51766;26/12/2020;31/03/2021;99;49,5
180;SALE 2021 CORRETA;M3610020;52479;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3610020;52487;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3610020;52490;26/12/2020;31/03/2021;109;54,5
169;50% - JEANS + POESIA CONCRETA;M3414006;46083;19/05/2020;31/12/2021;119;59,5
169;50% - JEANS + POESIA CONCRETA;M3414006;46085;19/05/2020;31/12/2021;119;59,5
174;BLACK 2020;M3523015;50553;10/11/2020;31/12/2021;89;44,5
174;BLACK 2020;M3523015;50554;10/11/2020;31/12/2021;89;44,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412025;46249;06/04/2020;31/12/2021;69;34,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412025;46254;06/04/2020;31/12/2021;69;34,5
169;50% - JEANS + POESIA CONCRETA;M3415011;46261;19/05/2020;31/12/2021;179;89,5
174;BLACK 2020;M3528028;49182;10/11/2020;31/12/2021;159;79,5
180;SALE 2021 CORRETA;M3619014;51492;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3619019;52276;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3619041;52282;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3619014;51500;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3619014;51503;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3512015;50526;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3512015;50527;26/12/2020;31/03/2021;109;54,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3624058;53312;23/03/2021;30/06/2021;87;60,9
169;50% - JEANS + POESIA CONCRETA;M3412017;45955;19/05/2020;31/12/2021;119;59,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423020;46172;06/04/2020;31/12/2021;69;34,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423020;46175;06/04/2020;31/12/2021;69;34,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423020;46178;06/04/2020;31/12/2021;69;34,5
169;50% - JEANS + POESIA CONCRETA;M3423027;46488;19/05/2020;31/12/2021;69;34,5
193;PROMOCAO MOLETOM 30;M3528059;49802;10/03/2021;30/06/2021;229;114,5
193;PROMOCAO MOLETOM 30;M3528059;49804;10/03/2021;30/06/2021;229;114,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3528058;49821;23/03/2021;30/06/2021;99;69,3
170;5% COLECAO NOVA;M3429010;47617;21/05/2020;31/12/2021;149;141,55
170;5% COLECAO NOVA;M3429010;47620;21/05/2020;31/12/2021;149;141,55
176;BLACK 2020;M3529016;50962;13/11/2020;31/12/2021;119;71,4
180;SALE 2021 CORRETA;M3610030;53350;26/12/2020;31/03/2021;109;54,5
193;PROMOCAO MOLETOM 30;M3528083;50400;10/03/2021;30/06/2021;159;79,5
193;PROMOCAO MOLETOM 30;M3628017;50786;10/03/2021;30/06/2021;159;79,5
193;PROMOCAO MOLETOM 30;M3528018;49129;10/03/2021;30/06/2021;199;99,5
193;PROMOCAO MOLETOM 30;M3528018;49130;10/03/2021;30/06/2021;199;99,5
168;50% COLECAO ESTOQUE;M2017001;10462;07/05/2020;31/12/2021;219,9;109,95
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3013010;23048;06/04/2020;31/12/2021;134,9;67,45
168;50% COLECAO ESTOQUE;M2825001;26807;07/05/2020;31/12/2021;159,9;79,95
180;SALE 2021 CORRETA;M2718014;24546;26/12/2020;31/03/2021;139;69,5
180;SALE 2021 CORRETA;M2718014;24547;26/12/2020;31/03/2021;139;69,5
168;50% COLECAO ESTOQUE;M2713023;23993;07/05/2020;31/12/2021;109;54,5
174;BLACK 2020;M3021014;22966;10/11/2020;31/12/2021;599,9;299,95
180;SALE 2021 CORRETA;M2218026;18303;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M2218026;18309;26/12/2020;31/03/2021;149;74,5
168;50% COLECAO ESTOQUE;M2712019;25757;07/05/2020;31/12/2021;119,9;59,95
174;BLACK 2020;M3011008;22822;10/11/2020;31/12/2021;269,9;134,95
174;BLACK 2020;M3011007;22899;10/11/2020;31/12/2021;169,9;84,95
174;BLACK 2020;M3012002;22902;10/11/2020;31/12/2021;499,9;249,95
174;BLACK 2020;M3012002;22911;10/11/2020;31/12/2021;499,9;249,95
174;BLACK 2020;M3012002;22913;10/11/2020;31/12/2021;499,9;249,95
174;BLACK 2020;M3012002;22914;10/11/2020;31/12/2021;499,9;249,95
168;50% COLECAO ESTOQUE;M2713023;25381;07/05/2020;31/12/2021;109;54,5
180;SALE 2021 CORRETA;M3120015;33891;26/12/2020;31/03/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3219013;40940;06/04/2020;31/12/2021;129;64,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3219013;40944;06/04/2020;31/12/2021;129;64,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3219013;40946;06/04/2020;31/12/2021;129;64,5
168;50% COLECAO ESTOQUE;M3119012;34231;07/05/2020;31/12/2021;89;44,5
168;50% COLECAO ESTOQUE;M3122041;36175;07/05/2020;31/12/2021;299;149,5
180;SALE 2021 CORRETA;M3119003;30984;26/12/2020;31/03/2021;129,9;64,95
180;SALE 2021 CORRETA;M3119003;30994;26/12/2020;31/03/2021;129,9;64,95
180;SALE 2021 CORRETA;M3119003;30999;26/12/2020;31/03/2021;129,9;64,95
169;50% - JEANS + POESIA CONCRETA;M3115017;33736;19/05/2020;31/12/2021;169;84,5
180;SALE 2021 CORRETA;M3222018;37579;26/12/2020;31/03/2021;299;149,5
168;50% COLECAO ESTOQUE;M3129017;33595;07/05/2020;31/12/2021;139;69,5
168;50% COLECAO ESTOQUE;M3129017;33596;07/05/2020;31/12/2021;139;69,5
168;50% COLECAO ESTOQUE;M3115012;34377;07/05/2020;31/12/2021;129;64,5
180;SALE 2021 CORRETA;M3222018;37581;26/12/2020;31/03/2021;299;149,5
176;BLACK 2020;M3213010;37584;13/11/2020;31/12/2021;169;101,4
180;SALE 2021 CORRETA;M3122030;37585;26/12/2020;31/03/2021;499;249,5
176;BLACK 2020;M3213007;37617;13/11/2020;31/12/2021;169;101,4
180;SALE 2021 CORRETA;M3111006;31738;26/12/2020;31/03/2021;139,9;69,95
180;SALE 2021 CORRETA;M3111006;31740;26/12/2020;31/03/2021;139,9;69,95
169;50% - JEANS + POESIA CONCRETA;M3118058;33469;19/05/2020;31/12/2021;149;74,5
168;50% COLECAO ESTOQUE;M3222003;38919;07/05/2020;31/12/2021;379;189,5
168;50% COLECAO ESTOQUE;M3218030;39014;07/05/2020;31/12/2021;269;134,5
180;SALE 2021 CORRETA;M3118065;33823;26/12/2020;31/03/2021;199;99,5
174;BLACK 2020;M3210007;38834;10/11/2020;31/12/2021;119;59,5
169;50% - JEANS + POESIA CONCRETA;M2929006;31293;19/05/2020;31/12/2021;139,9;69,95
169;50% - JEANS + POESIA CONCRETA;M2929006;31300;19/05/2020;31/12/2021;139,9;69,95
169;50% - JEANS + POESIA CONCRETA;M2929006;31308;19/05/2020;31/12/2021;139,9;69,95
168;50% COLECAO ESTOQUE;M3115015;33130;07/05/2020;31/12/2021;159;79,5
180;SALE 2021 CORRETA;M3220005;39889;26/12/2020;31/03/2021;149;74,5
168;50% COLECAO ESTOQUE;M3113016;31918;07/05/2020;31/12/2021;159;79,5
168;50% COLECAO ESTOQUE;M3221043;39873;07/05/2020;31/12/2021;159;79,5
170;5% COLECAO NOVA;M3113069;36181;21/05/2020;31/12/2021;159;111,3
170;5% COLECAO NOVA;M3113069;36711;21/05/2020;31/12/2021;159;111,3
180;SALE 2021 CORRETA;M3120015;33904;26/12/2020;31/03/2021;159;79,5
174;BLACK 2020;M3218041;41386;10/11/2020;31/12/2021;159;79,5
174;BLACK 2020;M3224092;42101;10/11/2020;31/12/2021;59;29,5
169;50% - JEANS + POESIA CONCRETA;M3113010;31877;19/05/2020;31/12/2021;149;74,5
169;50% - JEANS + POESIA CONCRETA;M2929006;33803;19/05/2020;31/12/2021;139,9;69,95
180;SALE 2021 CORRETA;M3222049;42982;26/12/2020;31/03/2021;269;134,5
168;50% COLECAO ESTOQUE;M3129017;33587;07/05/2020;31/12/2021;139;69,5
169;50% - JEANS + POESIA CONCRETA;M3418002;42957;19/05/2020;31/12/2021;169;84,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424002;43399;06/04/2020;31/12/2021;139;69,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424002;43400;06/04/2020;31/12/2021;139;69,5
169;50% - JEANS + POESIA CONCRETA;M2929006;30607;19/05/2020;31/12/2021;139,9;69,95
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3210023;41529;06/04/2020;31/12/2021;99;49,5
174;BLACK 2020;M3410006;43549;10/11/2020;31/12/2021;99;49,5
176;BLACK 2020;M3213007;43744;13/11/2020;31/12/2021;169;101,4
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3415002;43801;06/04/2020;31/12/2021;199;99,5
169;50% - JEANS + POESIA CONCRETA;M2929006;32018;19/05/2020;31/12/2021;139,9;69,95
194;PROMOCAO VENTO DE MUDANCAS 30%;M3110019;33475;23/03/2021;30/06/2021;99;69,3
169;50% - JEANS + POESIA CONCRETA;M3212036;43466;19/05/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418012;43860;06/04/2020;31/12/2021;189;94,5
169;50% - JEANS + POESIA CONCRETA;M3429004;43867;19/05/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424006;43923;06/04/2020;31/12/2021;149;74,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424006;43926;06/04/2020;31/12/2021;149;74,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424005;43991;06/04/2020;31/12/2021;129;64,5
168;50% COLECAO ESTOQUE;M3115012;33776;07/05/2020;31/12/2021;129;64,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3421005;44775;06/04/2020;31/12/2021;219;109,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3421005;44778;06/04/2020;31/12/2021;219;109,5
169;50% - JEANS + POESIA CONCRETA;M3412017;44972;19/05/2020;31/12/2021;119;59,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3112030;34075;06/04/2020;31/12/2021;119;59,5
169;50% - JEANS + POESIA CONCRETA;M3418002;42489;19/05/2020;31/12/2021;169;84,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3218038;42510;06/04/2020;31/12/2021;209;104,5
168;50% COLECAO ESTOQUE;M3113016;33112;07/05/2020;31/12/2021;159;79,5
169;50% - JEANS + POESIA CONCRETA;M3418010;42465;19/05/2020;31/12/2021;169;84,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424026;43897;06/04/2020;31/12/2021;79;39,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418019;44056;06/04/2020;31/12/2021;169;84,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423013;44068;06/04/2020;31/12/2021;59;29,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3218055;44103;06/04/2020;31/12/2021;179;89,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3218055;44106;06/04/2020;31/12/2021;179;89,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3429007;44155;06/04/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3429007;44160;06/04/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3429007;44161;06/04/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418021;44194;06/04/2020;31/12/2021;289;144,5
180;SALE 2021 CORRETA;M3224096;41595;26/12/2020;31/03/2021;99;49,5
174;BLACK 2020;M3210022;41605;10/11/2020;31/12/2021;119;59,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3210028;41670;06/04/2020;31/12/2021;99;49,5
169;50% - JEANS + POESIA CONCRETA;M3423011;43290;19/05/2020;31/12/2021;89;44,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424008;44214;06/04/2020;31/12/2021;129;64,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423010;44436;06/04/2020;31/12/2021;49;24,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423010;44444;06/04/2020;31/12/2021;49;24,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423010;44451;06/04/2020;31/12/2021;49;24,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423012;44453;06/04/2020;31/12/2021;59;29,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423012;44461;06/04/2020;31/12/2021;59;29,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423012;44465;06/04/2020;31/12/2021;59;29,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412012;44488;06/04/2020;31/12/2021;139;69,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3422007;44486;06/04/2020;31/12/2021;269;134,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412012;44496;06/04/2020;31/12/2021;139;69,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412012;44498;06/04/2020;31/12/2021;139;69,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3415006;44503;06/04/2020;31/12/2021;229;114,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3218054;44506;06/04/2020;31/12/2021;139;69,5
170;5% COLECAO NOVA;M3413002;44560;21/05/2020;31/12/2021;139;132,05
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3224104;42504;06/04/2020;31/12/2021;109;54,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3126007;35798;06/04/2020;31/12/2021;199;99,5
169;50% - JEANS + POESIA CONCRETA;M3115031;37424;19/05/2020;31/12/2021;159;111,3
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3410002;42924;06/04/2020;31/12/2021;89;44,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3410002;42925;06/04/2020;31/12/2021;89;44,5
169;50% - JEANS + POESIA CONCRETA;M3424014;43195;19/05/2020;31/12/2021;79;39,5
169;50% - JEANS + POESIA CONCRETA;M3424014;43197;19/05/2020;31/12/2021;79;39,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424013;43198;06/04/2020;31/12/2021;119;59,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424013;43199;06/04/2020;31/12/2021;119;59,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424013;43201;06/04/2020;31/12/2021;119;59,5
168;50% COLECAO ESTOQUE;M3224115;43567;07/05/2020;31/12/2021;69;34,5
168;50% COLECAO ESTOQUE;M3129002;31255;07/05/2020;31/12/2021;139,9;69,95
168;50% COLECAO ESTOQUE;M3129002;31262;07/05/2020;31/12/2021;139,9;69,95
168;50% COLECAO ESTOQUE;M3127012;35889;07/05/2020;31/12/2021;129;64,5
168;50% COLECAO ESTOQUE;M3127012;35893;07/05/2020;31/12/2021;129;64,5
174;BLACK 2020;M3221003;37290;10/11/2020;31/12/2021;199;99,5
168;50% COLECAO ESTOQUE;M3221044;39651;07/05/2020;31/12/2021;239;119,5
168;50% COLECAO ESTOQUE;M3221043;40099;07/05/2020;31/12/2021;169;84,5
180;SALE 2021 CORRETA;M3218021;40184;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3218021;40188;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3118023;32700;26/12/2020;31/03/2021;139,9;69,95
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3410001;43353;06/04/2020;31/12/2021;109;54,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3410001;43356;06/04/2020;31/12/2021;109;54,5
180;SALE 2021 CORRETA;M3210031;43364;26/12/2020;31/03/2021;89;44,5
180;SALE 2021 CORRETA;M3210031;43366;26/12/2020;31/03/2021;89;44,5
180;SALE 2021 CORRETA;M3210031;43371;26/12/2020;31/03/2021;89;44,5
180;SALE 2021 CORRETA;M3210031;43372;26/12/2020;31/03/2021;89;44,5
180;SALE 2021 CORRETA;M3210031;43374;26/12/2020;31/03/2021;89;44,5
169;50% - JEANS + POESIA CONCRETA;M3412002;44073;19/05/2020;31/12/2021;99;49,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3422004;44096;06/04/2020;31/12/2021;229;114,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3422004;44099;06/04/2020;31/12/2021;229;114,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412005;44273;06/04/2020;31/12/2021;99;49,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412005;44279;06/04/2020;31/12/2021;99;49,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412008;44314;06/04/2020;31/12/2021;79;39,5
169;50% - JEANS + POESIA CONCRETA;M3423011;44520;19/05/2020;31/12/2021;89;44,5
169;50% - JEANS + POESIA CONCRETA;M3423011;44527;19/05/2020;31/12/2021;89;44,5
174;BLACK 2020;M3210025;41338;10/11/2020;31/12/2021;89;44,5
168;50% COLECAO ESTOQUE;M3224078;41713;07/05/2020;31/12/2021;109;54,5
168;50% COLECAO ESTOQUE;M3224078;41715;07/05/2020;31/12/2021;109;54,5
168;50% COLECAO ESTOQUE;M3224078;41718;07/05/2020;31/12/2021;109;54,5
168;50% COLECAO ESTOQUE;M3224078;41720;07/05/2020;31/12/2021;109;54,5
180;SALE 2021 CORRETA;M3224097;42696;26/12/2020;31/03/2021;99;49,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424026;44539;06/04/2020;31/12/2021;79;39,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424026;44542;06/04/2020;31/12/2021;79;39,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424026;44543;06/04/2020;31/12/2021;79;39,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3415010;45003;06/04/2020;31/12/2021;119;59,5
169;50% - JEANS + POESIA CONCRETA;M3413009;45007;19/05/2020;31/12/2021;99;49,5
168;50% COLECAO ESTOQUE;M3111014;33526;07/05/2020;31/12/2021;149;74,5
174;BLACK 2020;M3116001;33532;10/11/2020;31/12/2021;159;79,5
180;SALE 2021 CORRETA;M3219003;39959;26/12/2020;31/03/2021;119;59,5
180;SALE 2021 CORRETA;M3219003;39960;26/12/2020;31/03/2021;119;59,5
180;SALE 2021 CORRETA;M3219003;39962;26/12/2020;31/03/2021;119;59,5
180;SALE 2021 CORRETA;M3219003;39964;26/12/2020;31/03/2021;119;59,5
169;50% - JEANS + POESIA CONCRETA;M3416007;45374;19/05/2020;31/12/2021;229;114,5
180;SALE 2021 CORRETA;M3119014;32813;26/12/2020;31/03/2021;149,9;74,95
180;SALE 2021 CORRETA;M3119014;32821;26/12/2020;31/03/2021;149,9;74,95
170;5% COLECAO NOVA;M3229006;38711;21/05/2020;31/12/2021;159;151,05
169;50% - JEANS + POESIA CONCRETA;M3215015;39996;19/05/2020;31/12/2021;149;74,5
169;50% - JEANS + POESIA CONCRETA;M3215018;40005;19/05/2020;31/12/2021;139;69,5
